uname,mid,roomid,follower,guardNum,cal
库莉姆Cream,1555453291,22749172,56844,42,-53.89261859807493
应悔_Official,1842598376,25155354,31975,24,-108.37020968325737
优礼子Ghaast,6141432,42512,11349,21,-177.04149649670774
度人Tabibito,474369808,21696957,75220,29,-49.13386780965766
今夭的平行世界,395426377,21318388,534,1,-390.8229038099236
异株湖Official,26398020,7544221,1275,5,-331.64552758863385
弑色木真理,352332,10354150,22795,14,-139.82560236614586
张团团不圆圆,520424576,22131016,1058,1,-347.4738021726833
弥利雅Miya,1281818069,23140896,3623,11,-259.4333423972522
弥希Miki,477317922,21672023,119759,138,89.35120481620072
弥生月_official,411016,25223,4907,2,-249.2002965119001
弥鹿mika,1103361686,25915733,7414,33,-192.03465067274306
弦羽Hane,1863644136,23240551,48532,58,-47.91535338891026
录音姬阿童木,1595005,450956,68618,76,-7.957935224148059
彤宝可爱捏,240658212,24543885,12284,23,-170.02224730905084
彩虹酱哇,15076745,364027,840138,100,174.85977948875893
影奈音绪Neo,7064077,207869,12838,2,-188.22555156133274
影森一輝_Kazuki,40836269,23055731,390,1,-410.7462967395579
彼岸sama_siki,225133670,5701155,9031,2,-210.52627456529945
彼岸霜滢Eliro,21374533,1221274,235123,15,9.122581432744596
待忙,1048674855,23675538,9894,1,-205.7400476006627
律花_Ritsuka,1849519124,22700042,13129,1,-187.80450389397743
徒花院紅Beni,1886584783,23848559,18933,32,-133.5948475700011
御剣莉亚-官方,517746113,22055164,86100,26,-43.56901862763698
御司司,3614240,21700355,13621,43,-143.47206889843858
御坂万骨坊official,42770455,1385589,2837,2,-283.93814563311884
御坂伊里奇_Official,6514909,535285,40275,1,-116.73897440993585
御坂萤Hotaru,51173587,7968065,1395,2,-328.9428093842035
御庭幻想Official,7173428,159635,540,1,-390.1145165520025
微微微美玖萝Official,1724970345,25578177,14885,19,-161.84587206327785
德古拉丝大魔王,1652576593,23942399,19267,31,-133.48614915975975
德拉_Channel,430589,814964,675,1,-375.9672153986816
德莉亚-沃尔夫,1494109995,23593161,1992,1,-307.35689262163595
心城结爱罗Official,3493083863844887,26530787,11198,20,-178.89070420777966
心夏kokona,413107335,22029004,2019,1,-306.5033269989661
心奈是杯奶茶,76818693,23702269,15488,2,-176.32816067666283
心斎桥オクトOfficial,17492464,3827429,218237,33,22.3975599170152
心羽萝妮Official,91352,2853663,37172,44,-78.82207824586362
怜奈Leciel,384085516,23502022,6354,37,-197.81635573981214
怜怜_Official,919906,2670464,80710,28,-45.66763386901232
思廿Mlnia,261700038,10389930,25395,13,-133.9776992228791
怠惰V_official,1070733875,23238218,325731,70,84.78864234647415
怡妹喝可乐,495142225,25501881,13316,13,-174.90785064274246
怦怦梨,702411002,23351434,11429,101,-96.59615266889239
恋乃夜舞_propro,1900434152,23105590,589306,112,164.37683403870653
恋诗夜Koxia,690608690,23260932,51726,55,-46.87441603323214
恩微,105167515,4611808,14426,43,-139.8316780117666
恩缇Nte_official,1699339194,23383790,13297,30,-157.99837784408487
恩骨,26413405,173586,44506,103,-8.405752980647662
恬豆发芽了,1660392980,23771189,55510,149,51.601790597578656
恰蘑菇Channel,399491783,23332686,6954,8,-221.095615383201
悅音幻絲,19366645,473323,11890,4,-191.08908045398198
悠久魔女之诗,537098,937674,3313,5,-271.1043638941866
悠亚Yua,666726799,22470216,76413,108,30.86377466519798
悠悠子yoyoko,8093066,25486532,32329,44,-87.67215585362396
悠米Umii,172427807,22502982,34144,25,-103.20910742996614
悠米_Yuumi,698524795,22770386,30029,34,-102.35114425129825
悠织YURI,3049402,800332,3284,17,-259.661772365715
悠音Yune,1996735754,22613664,23172,26,-126.78562429747296
悸末KiU,2128800,8642266,19219,1,-163.64429506101874
惑姬Waku,472877684,21613356,58444,33,-61.13273875918878
透明色MGM,400421892,22839866,47631,62,-45.10344177352761
想不长肉的喵小泽,703068520,23296355,32605,83,-48.13319304894901
一只小焱喵,13201098,1128978,22607,3,-151.35065712687708
Jo可栗_Chocolate,474593911,21622688,36370,12,-112.20492929200236
慕芸Muvis,1084324803,23874549,8419,13,-203.97518233959215
憩居桃爱_propro,1212701254,23603684,13861,5,-180.36469775847343
泠奈Reina,456514587,23233831,6909,3,-226.50721604981038
戈洛Glow,47868246,2241806,51638,3,-98.9823685379331
戊榆喵dayo,16534961,24200442,487,2,-395.6640545965638
戌夜初Hajime,2009235986,23093993,18156,42,-126.25164654925902
我叫爆炸橙Channel,14123818,235512,497,1,-395.37539234547376
我可是pika,147297,23364,11098,4,-195.4594198978374
我可爱大千,394214997,21565593,11160,1,-198.10621564170197
我是毛77,1710581961,24437818,14401,12,-170.9416443903259
战斗吧歌姬官方账号,364225566,14578426,286858,5,11.731480762765386
扇宝,698438232,22673512,280736,275,280.36377831244226
才不是害羞,93962177,3748267,3253,10,-267.2630924615895
托丽Tori,1779286757,24789004,19388,51,-113.08923155240211
托尔赛斯Taurus,487402608,26336970,47415,170,62.60839410435028
托莉Tauri_Channel,4929299,185572,644,2,-377.94790076498396
扶桑大红花丶,3985676,947866,1210732,125,223.0270429575578
折原露露,631070414,22389206,438810,1174,1207.681501901222
歌歌_Ovo,394877484,21180272,30020,5,-131.37014873111548
拉塞Lasse,8664698,8453508,3274,1,-275.8551241471696
拉芙伊娜Patience,1709066906,24880313,3044,4,-277.473182616568
招财不乖,5749332,4777795,610,3,-380.38670211558957
括号笑叔,1749046,898463,150751,90,55.942593027422504
挽歌歌_,377042295,21594123,13817,38,-147.56627318660708
捌川-Yakawa,8155464,1208203,6878,12,-217.79232569109388
控梦Demon,321059359,24579670,2148,11,-292.5766583131369
搽团_Official,30625719,884239,16010,3,-173.22657770018577
摩亞Moi,1809810330,24188245,76067,66,-11.423954055297827
攸仪Yui_official,2005546384,23962620,7307,6,-219.9563162484368
敖霜_Channel,284453783,23301624,1351,5,-327.9747385733234
散华蓝SankaAI,1993395129,22967698,36114,54,-70.6527651588126
文艺VeneE,24569235,4640640,379,1,-412.5602045977742
斐洛_Philo,16619074,320485,2381,12,-285.04751133273294
断手猫,19612544,91041,13034,2,-187.2649271230265
斯托拉斯sato,117199262,22463657,8566,3,-212.87773957168497
新月冰冰,3295,5275,907948,151,230.78094734981448
新治咲黎,3461566624172793,25860295,4367,27,-231.59187950901537
新野瑶衣,622383747,23408782,6778,13,-217.7208718726124
无前Namae,29080,12576972,84214,51,-19.97321661397575
无家可归的流浪鲲鲲,20875904,4315783,4651,12,-242.59730064719224
无敌小沫,1874807146,25460684,12324,30,-162.8161352939702
无有白_,249684302,6696425,25010,3,-144.9462330865365
无熙熙从不摸鱼,25541767,4873849,1919,1,-309.72392795311185
无狐神社的伊狸,1180963055,23356295,4593,9,-246.39289741374466
无理MURI,455916618,21571739,74412,2,-76.81858361805848
无神EmptyCity,39987155,2269412,3586,6,-265.08414572593415
日和HiyorIO_o,327334535,14409049,9201,1,-210.34392349359837
日和朝奈,12706482,13039652,2861,1,-284.40406034062306
日雨柒,1017254472,24807550,18727,49,-117.28844981438374
早凉,518817,5169315,176778,320,296.04000917921985
早季ちゃん,30688252,23085729,17814,22,-147.45728755091898
早月Moon,13838369,1760427,21512,67,-90.49838305005244
早濑弥生Official,436693674,22159299,78950,13,-62.065460752047784
早稻叽,1950658,41682,960208,486,569.3289901010935
早穗,697652272,22569046,53296,75,-24.97871006851858
早见咲Saki,541696090,22340341,138462,2,-37.44853400035106
早铃,3938351,22953683,15186,30,-149.57660683238043
时堇_Tokki,565286306,22261334,759,1,-368.53108731311704
时尾树,1381622782,23578404,7409,37,-188.07742204318401
时柒_Nana,1395549000,25655651,12132,51,-142.81164151754285
时茗白羽_official,12768031,4000534,1236,1,-337.6151005496819
时音Official,446409293,21517635,23775,1,-150.15688113797842
明前奶绿,2132180406,25034104,193213,297,278.6761740302479
请关注明夏珊海,1533406766,24448785,10795,1,-200.21444905703925
明雪九AkeyukiKyuu,32242019,3908559,15922,3,-173.57602115028362
易芷音,860774,1363320,2837,3,-282.93814563311884
昙露舞霞Channel,297340,846188,96978,2,-60.026020287759366
星ノ宮春鈴_Official,1705007318,22920508,23962,46,-104.66016535592985
星ノ谷爱莉Official,1390875,481798,2587,2,-289.78668484940573
Clinyo,410520501,21338446,17858,1,-168.30088469070802
星佑Shiuyoo,612658912,22940391,426,3,-403.1485454465219
星原骏HoshiharaSunn,616152518,23408505,3557,19,-252.5989462584679
礼斗Ayato,854442,10552256,5344,3,-242.79153605527506
星名露娜Official,12602690,447575,12933,1,-188.75812481947355
星愿池-星响零,323255389,11047139,4026,1,-262.74648636693667
星奈铃-官方WACTOR,1089059487,23089686,245268,3,-0.19923083083210713
星奏郁兔_Channel,623039484,22398048,876,1,-359.4417898346328
星娅_Cinya,686145957,22530528,12086,1,-193.05248745917663
星宇-Ucyuu-代号26,1591015548,25242362,19086,19,-146.08456311404552
星宫颜Ekira,3209150,22330292,32749,14,-116.85380342399912
星宫魔琉瑠,1152597935,22720043,11362,37,-160.96891492037764
星宮汐Official,402417817,22047448,474227,86,124.6025840621802
星宸Sirius,666726800,22470210,32396,6,-125.54089895081302
星尘_StardustSAMA,4637750,384601,4913,3,-248.12282196050774
星崎洛_Channel,11228262,7173352,12385,4,-188.50309892205257
星川莎拉_Official,666726796,22470212,135286,6,-34.91972235826813
纱露Syaru,3511516,7659622,14163,10,-173.99818753580735
星川铃Rin,503622929,21816863,74522,30,-48.72493137923982
星弥Hoshimi,477342747,21672022,184651,145,123.80252779715534
星拉Sinra,8646769,7999626,9962,22,-184.3057993276533
星星奈_HoshiNa,213647,2961851,4220,1,-259.7627681942944
星晚Kotona,2427071,30294,1883,6,-305.9245950831365
星月璃り,1114539017,22901614,16696,142,-31.566589948803994
星梦真雪,14298907,64686,17075,2,-170.14349860656807
星汐Seki,51030552,1603600,134350,220,178.64010913036668
星泽百合yuri,20722421,21479163,3300,37,-239.35363081138019
星海るこHoshimiRuko,1157885046,24673753,7309,3,-222.93896539994319
星海玲奈,35231887,469803,45848,54,-55.52229331491833
星海聆音,1652111117,24008276,40923,61,-55.72702652437806
星熠_Official,2107426014,23878687,486,2,-395.7943732447087
星猫Hoshineko,485374,48476,4413,3,-254.92754541231068
星琮___Starley,1445396436,25425027,1910,6,-305.0219697660212
星璃奈Selina,1466592156,24698106,20830,16,-143.54091952823183
星瞳_Official,401315430,22886883,428834,556,588.2235161989847
星空凛脂,2781618,3139544,23898,2,-148.82972667722504
星籁Yzuki,39743256,22926359,14897,25,-155.79478079733383
星纱sinsa,1724856393,23863828,10081,2,-203.55294909038014
星罗月兔,2828592,10029128,108654,31,-23.81843105024018
星羅薄荷NHOTBOT,1548880519,24812759,8690,8,-206.96655096235168
星羽幸Official,1167135969,24710243,9857,25,-181.97758521841115
柊栗kuri,101694830,14907086,15464,10,-168.4264806756902
星芒-Asterism,1034105844,23049224,12633,15,-176.2461067529756
星蚀_Finsternis,364728311,13802532,16042,48,-128.09998337383638
星見ユギ,212553,47204,992,1,-351.5575549981391
糖心可可娅,1477351728,22682132,13678,1,-185.20731156288014
星见光_Hikari,11912784,23010970,240,1,-441.52749226011775
星见汐娅,1584039005,24954295,127491,107,62.31778675093449
星语meow,1743336457,25882182,1658,3,-316.9925109169218
星谷呜冬Udon,2123801125,23105517,7207,2,-224.82996931779041
星谷樹_itsuki,5816642,790566,11793,55,-140.60842634669598
星越Koshi,1743015,40195,37283,54,-68.63304043205017
甜音莉亚_Channel,13475,622942,4987,3,-247.17500632837584
alter亲,17720955,249310,2654,2,-288.1656081758375
星野娜_,1952756215,24841866,6589,27,-205.51385438406385
星野怜Official,176135235,22880700,252626,106,104.67478719272765
星野悦美少女,540033444,23374321,13164,26,-162.63571362199127
星野澪_Mio,1806974352,25673615,9207,13,-198.30259363555058
星野琉歌,1214210843,25389336,2237,33,-268.0027130415258
星野琳奈,9736638,2206397,54135,36,-62.9884245557671
星野綾乃Ayanya,4098782,22032167,30501,52,-83.36236491699674
星野绵奈,45336140,4346806,7599,3,-220.47205908833564
星野詩織official,2930964,738103,6016,3,-235.2819233190786
星野铃月Channel,821499,3157408,9713,9,-198.9106219862923
星雨透_Channel,509372,227044,15354,1,-177.87907523841068
星雾Wuu,1911892723,25049543,1574,1,-322.2887978028361
春乃木桃Official,2123477483,23320169,16696,5,-168.566589948804
春困Channel,1970998002,22657924,5930,2,-237.1947802077217
春小花sama,598716541,22712271,40475,75,-42.42491804019403
春日千代Chiyo,1514835,497020,1369,14,-318.13560867671237
春野萌Moe,3570093,1589452,193568,102,83.79255516748094
春鹿村村,680846,23301030,13700,4,-182.1054195108519
是南溆吖OvO,23279074,680462,8697,14,-200.91550132480882
是姬拉Kira,180485916,5998426,414861,80,110.12330413232348
是悠姬Yuki,96975902,23680570,20340,27,-134.0501479471983
是挽月月哦,10053777,11040862,4588,3,-252.46195307899677
是轻冰哒,23503039,72888,4964,10,-240.46808292302694
随风kaze_cat,89815169,11584992,2024,1,-306.3465126721736
是離汐SAMA吖,473214533,23648197,1127,14,-330.4682598098782
鹊川家的時葉,8964888,218550,7313,5,-220.90427794182176
時雨Zeta_Official,3151738,980470,4752,1,-252.2352574099067
晓镜子channel,4516245,12411,805,2,-363.8005996116631
晚安小阳ovo,353919721,25654269,413,1,-407.1134226062705
晞月_Lalune,1159412627,25570937,3440,3,-270.719424026704
晨悠光,2140412037,24485048,163513,69,40.09466905305078
普普有精神,1792034157,25212657,32426,23,-108.48221516642502
景礼L,36648204,1260970,2232,1,-300.14457929002384
晴奈子_Senako,1217962385,22901927,86225,50,-19.47704124316033
晴晴子Hare,1402290747,24942808,15224,1,-178.41815887092253
暝枝,159034962,4758413,3262,2,-275.0879273463272
暮月Medus,475656353,23553760,32027,62,-70.26718788001938
兔栗,13270832,2655920,1729,2,-315.33407600767936
暴食Hunger,690608710,23550773,13961,51,-133.90894135691974
曦娜Soina,1702608639,25174502,1695,3,-315.5932295437575
曲奇恶霸,2456052,140841,2047,19,-287.6301208690743
最喜欢派蒙了,2960092,289876,58868,6,-87.67444434679419
最萌的磊,2867683,548192,14050,41,-143.50605542009612
月上Tsuki,364519161,22860071,3105,16,-264.21524575709554
月下烁也_Syakuya,1929855385,25059170,11929,14,-180.88146449952467
月乃盈-つきのみちる-,1636421096,23159494,17775,14,-155.5962406538306
月兔suki,1546247673,25412424,3424,23,-251.01499565761253
月兮Channel,606293627,22625077,55985,59,-37.85800253758157
月夜织Orihime,9312446,2498734,8248,9,-209.27616997082316
月昭tutu,1004806358,24593085,15421,44,-134.60301956262458
月纱_Lilith,1598050030,24661317,23346,30,-122.31132826372061
月見由奈,690712513,24192936,668,4,-373.6281297977767
月見里萤,15384077,2820089,10071,3,-202.61587088990768
月见_tsuki,431311100,21417013,22775,1,-152.88125301707476
小寒喵,19189768,384783,2345,1,-297.01342083218395
月见枫Channel,3045240,798668,26208,22,-122.97981284621267
月见紫莺,2111549706,24391749,1462,13,-314.9686554043635
月野由爱Yume,491470,10128,7722,1,-221.45406188934692
月铃Lin想狂吸猫肚子,342214,342415,13460,20,-167.2259199572012
月隐空夜,49631892,21292831,830506,194,268.1287134251222
月霖_咕咕,4322043,669042,12949,35,-154.67973828603556
月食mooneat,1692720413,24830205,34043,20,-108.39692635976382
有加plus,472845978,21613353,41146,3,-113.38248145143325
有栖Mana_Official,3149619,3822389,684546,28,89.87480524829459
有棵里里,12939237,264788,134927,101,59.911813405060684
有理w_Yurii,398302256,23914299,19348,31,-133.22016922802175
米修恩Michonne,588631324,22429437,1434,1,-328.19466045848355
望月もも_Official,1575858025,22784123,7147,32,-195.35999887825335
望月希咏,286113280,21742155,57598,35,-60.057185947343896
望月理莎,1468007004,23362558,67483,2,-83.01539502549224
朝日南茜Official,690608703,23465065,37098,6,-116.948417320928
朝枝晓Akatsuki,1502895122,25062584,8241,11,-207.3299998000016
白斬亜緋路,516468065,22204961,546,4,-386.41395693777304
木子喵neko,27735697,169669,149461,64,29.397734704848517
木糖纯Official,54191665,8643223,343636,157,175.1812442001726
木须tamago,1820024161,26092294,10767,9,-192.3791091996835
未未昭,6699767,713435,73221,102,22.158460292871496
未絵Mieko,494669125,23112942,2004,1,-306.97611069621854
未零栖Mireis,1488009421,25279345,1192,7,-333.9132104605563
本气黑猫,38829,15536,660929,40,99.64886778342634
本猫official,7309773,23348776,1367,1,-331.22829875170163
本间向日葵Official,403928672,21302477,263852,1,2.431305436327307
朵一酱Duoyi,628941292,22741833,124149,14,-32.366327529268005
朵拉Dooora,587226178,22238762,31188,22,-111.95019740717032
朵芊,1783955,906152,20427,23,-137.7795463148217
机动型青空,3303103,519052,28330,9,-131.0437040149227
机智大灯灯,16510117,623698,30515,169,33.66672909164299
机智的孙工,824967,395113,31306,57,-76.71077573818616
朽木素,41160587,22549211,10927,1,-199.4439027892147
权娜魏斯_KennaWeiss,18808866,1324111,9945,1,-205.41408287233617
权疏Aken,629694393,22428792,4293,4,-255.67541627456285
李豆沙_Channel,1703797642,22966160,63595,92,3.222394234746048
李青云LiQingyun,34099792,4400273,20243,1,-160.35322123951607
杏冰乐,320937,39942,13957,13,-171.92710884755195
杜兰罕_Duran,409210046,25078459,170,1,-463.3903790910134
杜安_Duane,163745074,23233451,1670,3,-316.5352973969553
杜松子_Gin,471460273,22195814,277112,159,163.54002405572328
杜铂雷Dobre,1294678093,25166222,125934,186,140.53873936361072
来自外星的Vivi耶,1611629135,24471382,906,5,-353.3069079968751
杰池莉尔-Succubus,9264492,681838,24907,56,-92.20787578413263
東雪蓮Official,1437582453,22816111,416543,163,193.3798315136845
东云惠Official,308751411,10358807,36124,1,-123.63521207029828
养只小未,4235319,23269797,2914,4,-280.2403220397235
松塔塔吃超多,1087714512,22753243,1482,12,-315.1072291087276
修普诺斯official,474013846,21620507,5868,1,-238.86113657073395
板野スライム,46358031,1449720,4215,1,-259.8379312143604
林月音Tsukine,1441210790,22918884,2324,3,-295.5837395205878
花玲Karin,474593909,21622680,172241,68,42.391606061191965
林みことChannel,1289581866,22942361,8111,3,-216.33809344594022
林莉奈RinaHayashi,1243266187,22742508,81709,86,13.112292109244208
林薄犬,2387669,377035,13636,3,-183.40228865145593
果奈suki,1216158888,23784861,28119,42,-98.51767033151475
果汁erR,25032753,5312656,112925,77,24.625978777145747
果然是一只喵,1715569439,22917555,1503,3,-323.21515408966144
果糖含量,181998984,10956073,99705,59,-1.267831933883599
枫岚不是猫猫狐,1773688868,22887701,1083,1,-345.9931183401372
柊真华Official,13908542,22251977,60458,144,52.01524552326862
柊花凛-Karin,492921093,22406341,3012,2,-280.1432020624857
柊苓月,1535788044,24924119,4627,15,-239.9253031032962
麟崽不困,1993694809,25364046,18679,16,-150.45116176810018
染染_Ranoca,8198901,6959050,10419,14,-189.46210595446757
染谷杏,1910639,10143,3102,2,-278.2765314071069
柔咪_romi,17806540,6297165,1003,10,-341.8584000432133
柚乐YORO,1380564420,25740452,760,6,-363.44761133002413
柚只大小姐,1302129189,24369033,11935,85,-109.84958384179617
柚叽Uchi,1658229747,22760722,13681,1,-185.19340754586483
柚夏yuka,1890662098,25350006,9894,121,-85.7400476006627
柚夢_YUYU_official,1152334866,22775132,3008,3,-279.2274545665791
柚子yuuko,29919485,23046192,21855,1,-155.49547053734386
柚希Yutsuki,620049604,22786012,1565,15,-308.65235407143234
柚恩不加糖,1795147802,25512501,92791,118,53.175852645214945
柚月蛍Hotaru,478502198,22598550,825,5,-359.24469330638124
柚柚子Yumi,1428975974,24046254,7952,7,-213.59326735547165
柚花花_Official,402326,23566,399,4,-406.2998461691827
柚诺Yono,23360330,315636,6000,31,-207.45076496347383
柠宁Ramune,1716560,236198,2364,2,-295.50180200145235
沁柠Official,6102740,10346218,11351,17,-181.03032469051152
柠汪汪,629184597,22787556,404,1,-408.51029673726305
柠狐柃,19462294,3777439,43823,2,-110.3862477910991
柯柯Official,522045311,22029628,12350,4,-188.68252091364184
柯洛Kuro,3393365,377563,1945,1,-308.8707059662686
柯瑞尔特可可爱爱,3197110,4109333,7064,34,-194.10058853920737
柯罗诺斯Chronus,324897535,25497805,49644,121,16.520920550212736
柴崎连_Channel,3072262,1583239,7375,2,-223.36903511141145
柴田草莓,22943325,4784641,1089,1,-345.6428412060503
栀小朵,57871034,23246736,27132,59,-83.78305766101744
菜芽えええ,120307508,8193489,4482,1,-255.94391691352064
bilibili,3727017,1229639,1288,2,-334.00236951748343
栄野ゆめ曖,49474,908374,14244,14,-169.63662778518778
栖苑太困辽,303246676,10049827,20058,80,-81.93529525190706
栗卡Ricca,1222026215,25716800,1016,4,-347.04194497602373
栗卡小行星Rii,2898345,56646,15321,41,-138.0154860489812
栗原南_minami,255593788,7387222,12238,20,-173.2601074689744
栗原澪Rei,14977446,23954721,18172,19,-149.19579981585275
栗娜Lena,1569790062,24480084,15289,2,-177.14804408485713
懒栗酱,480047788,24896617,2582,17,-274.90933917282234
栗梦_drowzee,1737480418,25343664,355,2,-415.70773214725864
栗牧Muri,48217254,22584810,21012,46,-112.98937453651774
栗雪_Official,2063365588,23218628,26856,17,-126.43129624896414
小幸星的小宇宙,727109,60619,403,6,-403.6674219725803
格蕾缇娅Gretia,1278545,175965,32988,28,-102.39279465376421
格蕾西雅_Gracia,1829051701,24384038,14067,14,-170.4293900481622
桃井桃Momoi,39196585,11064219,2363,1,-296.52862662635005
桃井眠Meme,3189048,836901,7559,6,-217.806668652476
桃几OvO,1104048496,22642754,51081,248,145.33004404142696
桃唯Yui,313064642,25367094,6769,29,-201.80511193815425
桃园爱MOMO,436305812,23123249,2365,1,-296.4749887212895
桃宝Momoko,505183397,24143549,69618,85,1.9593526886931159
桃川久美Official,2386343,21576787,9364,2,-208.23059566607526
桃星Tocci,690608704,23017349,139202,173,133.88940041734406
桃杏Anchan,118058,10834930,1739,11,-305.96844638993844
桃桃凛Momorin,1521875866,23817986,2603,13,-278.3957780233446
桃桃子_Momoko,2078544350,24951279,13016,4,-185.35254325981145
桃泽美羽Miyu,4298023,13767150,10356,46,-157.8466269887515
桃泽英梨梨channel,1712293375,24053225,6701,5,-226.44523615850096
桃濑绮罗罗_Kirara,1262608078,23669443,1371,2,-330.0430539157493
桃祁怪千Channel,2028757342,22785396,12363,11,-181.61581917156082
桃让Tori,3493078132328661,26352293,1610,11,-310.85506836416255
桃酥Momo,1819548520,24906576,38966,65,-54.833802849630274
桃雾mio,514600263,24483629,10147,109,-96.13922407070618
桃香雪奈Yukino,486989682,25036295,7963,13,-207.50562675087804
ルルル_rururu,14003142,1986325,5377,1,-244.4012354102664
桐音笨天official,161287332,21732616,1253,1,-336.74903645958926
桑吉Sage,106415,6723413,13790,13,-172.69028525208216
桓信Official,5106924,76326,10609,22,-180.31636429248215
桔茶ヤヤ,1536735500,23175061,2761,5,-282.65972336362825
桜乃rika,523968439,22212534,9046,1,-211.42105796760416
桜乃実咲,248109460,9792252,3680,1,-268.44364682426726
桜川暁Official,14150553,2270348,18828,1,-164.94743448016652
桜都子,397758529,25356160,54394,23,-75.6858209903994
桜餠の肖乐Official,690780274,25014090,12826,16,-174.28484084246168
桥A_channel,22411036,271754,2706,1,-287.93542032647156
桥雾见Jolno,4131251,299642,2788,9,-278.0427424627817
梅可露Macaron,1084472933,22926124,6941,1,-228.21424801947035
梅奈子,1736210,23198878,8529,62,-154.15218281976843
梅妻ume,1199634708,24742685,68626,26,-57.9505440084946
梅洛_Official,1520905828,22705583,21270,9,-149.21564562048252
喵枫にゃぁ,32199222,7906153,5431,4,-240.76769942059082
梦乃梦yume,4856757,4497419,1340,1,-332.4930617872897
梦九lifeline,358569407,14033373,1162,2,-340.52927076808834
梦咲有绪,1637486568,25622556,11931,93,-101.87083583227422
梦宫Yoyu_Channel,474103425,21618572,12722,13,-177.80101717106334
塔尔斯Tails,7410885,3279447,44963,14,-96.7580637925031
梦珑拌饭,1849006220,24047902,130329,5,-38.28638307445033
梦野Ayanna,2004784439,25386814,10834,41,-159.98581133178868
梦野ちじわ,7033120,931170,13884,7,-178.25958329936168
梦音茶糯,140378,958617,563536,359,408.54194390000157
梦魇Tsuki,59275,851181,6307,6,-229.28706321752452
梨卡RIKA,1674242827,24780820,7583,23,-200.60569107036076
梨子_Riko,11537944,23986450,6508,9,-224.29807450731198
梨安不迷路,1900141897,23770996,40573,84,-33.271596476971126
梨梨Eriri,1487222449,25147262,1528,1,-324.16927091934207
梨绘_Rie,6759757,22536488,1301,28,-307.3656704623072
梭梭树,8163245,219307,138540,17,-22.412828842043837
梱枝莉子Official,519186734,22595542,39667,6,-112.70337217994904
棉心Official,1098488751,22877644,6735,4,-227.12436616726097
棉花糖ame,1816653243,25185027,15304,40,-139.0858729949864
棠衣衣吖,6298904,617714,33061,20,-110.25265015847924
森友Senyo,690291069,24747064,13121,17,-171.84314770469769
森川雪yuki,1181247064,23615209,19831,35,-127.65689546063845
森永みうofficial,2778044,7962050,92802,2,-62.81663198512331
森瀬Tsugumi,1853473750,26153692,7134,8,-219.47542500074576
森罗桑,1510901,47739,3696,6,-263.1685921629162
森羽mori,1634413860,23455498,32135,32,-100.0537529351385
森野莓洛Official,1084357932,24429384,34652,36,-91.27278016116406
椋笙栗Kuri,515053790,22110436,20585,8,-152.29104297146614
椎名菜羽Official,623441612,22347054,202180,220,204.55232659609032
椰乃不是椰奶,1278321533,23786670,17116,2,-169.99144682417273
椰栗Yeri,653593,5258376,7300,1,-225.01708163954697
椰芙eve,499713932,24011398,5414,3,-241.96646399095278
椿_AT,5144535,647540,14306,6,-177.3612648304279
楚天明c,280135728,21379697,108604,78,23.152387054906967
極彩夜うい_official,436749840,23749574,63160,17,-72.21276190536878
楽烯Roky,1408772106,25144904,18299,18,-149.75425269374466
榛葉nami,1802392,9395707,270048,78,80.9029069973177
槍間蘿北子_Official,10742948,8684560,4872,1,-250.6541280846909
槑宝koci,436309428,23114272,3812,4,-263.2093526133225
樱乃绘里奈official,688335924,22630674,12915,26,-163.8464256694018
樱千奈,609100583,22310856,5908,6,-233.4304283925095
樱吹雪_Yuki,501218873,24381393,34865,92,-34.884263905865964
樱奈汐音,476891365,21674945,1290,1,-334.9039986676475
樱月花音_official,435539662,23345399,11173,1,-198.03240557649883
樱色风铃mw,96457812,21906659,867,1,-360.0965288721137
十三月白夜,221039280,5659489,2948,2,-281.504865140195
樱饼饼Sakura,3774410,1960179,42720,93,-21.002415171599523
樹莓蛋奶酥,439941,1409246,13769,15,-170.78690706402676
橄榄树下的黑酱,63038006,9049669,1092,1,-345.4684256902725
橘柠院Jny_砂糖橘Soda,314993,58593,28995,10,-128.57269166831168
橘绘理,278296,8641515,31763,30,-102.79196278394284
橙喵兮兮,50731137,21356968,9358,13,-197.27123235158138
橙子miu,13089665,1223832,152599,141,107.71506475595015
橙歌歌睡不醒OvO,1865791469,23625060,16946,11,-161.62429806551677
橙络络2070,1952914799,25047200,16448,1,-173.51538873263985
次伞tks_Channel,38808836,22741663,1016,3,-348.04194497602373
欧欧堆l_l,84520595,23132688,16731,22,-151.43382297534413
欧翼_Channel,5868110,19198,7564,5,-218.7647457520527
欧阳凌空Channel,899846,868293,11001,4,-196.01599164271988
玻璃幽靈,34135251,994019,6718,3,-228.28459817108012
歌莉丝Official,642391225,22421928,18521,42,-124.98972414639434
步海あゆみ,1172063310,22865894,10940,15,-185.36851978312336
步玎Pudding,416622817,21413565,366943,58,80.34177822288802
步诺_Buno,1483693028,24363883,8091,3,-216.49461741138293
毒奶基,50152652,2877735,3226,1,-276.7915103993613
毬亚Maria,576858552,22323445,37767,49,-72.81529158686101
气人苯Fury,518742800,24535727,179,4,-457.11973990969614
水川静流,5971153,3048014,2813,4,-282.4767683417431
雪音-ゆきね,3633644,1662599,6103,9,-228.37163455667906
水無月名夜Official,32761176,489701,2171,1,-301.90140302971633
水莲Suiren_vt,1040604211,24049901,3097,1,-279.3788059896989
